wavelength,in,out
897.8510272536687,-60.49915369124082,-57.24707585344049
897.7165982931576,-57.2293673168262,-59.522441625204436
897.5822095808383,-66.94171375990516,-64.52050733647789
897.4478610986379,-57.915505743608776,-59.702096299217686
897.3135528284945,-70.76933981261504,-66.25191800600246
897.1792847523567,-56.92759562548022,-57.37835030494895
897.0450568521843,-60.76910856918198,-67.63256369684848
896.9108691099476,-58.92790260325674,-58.181944634440384
896.7767215076278,-73.36253913694588,-63.36882684653261
896.642614027217,-61.58591788662034,-67.77732372435801
896.5085466507177,-63.25085028286364,-59.598704487885186
896.3745193601435,-61.870548604917985,-57.65189303358707
896.2405321375187,-58.931194026353324,-63.73811520084959
896.1065849648782,-61.67754434007256,-68.43879797584731
895.9726778242677,-60.7312297481117,-57.78696182132293
895.838810697744,-62.728784207734435,-65.8628007179885
895.7049835673737,-60.118986440475084,-61.79174564292816
895.5711964152352,-72.61108726319463,-67.60176509856052
895.4374492234169,-67.70739915482466,-68.50030056241602
895.3037419740183,-60.48644764258685,-60.952086021495944
895.170074649149,-60.83393845300918,-59.74070210367469
895.03644723093,-62.04556715835676,-61.27853222496577
894.9028597014926,-56.39646924932438,-56.74081382834339
894.7693120429786,-66.11816829555286,-68.02448422349332
894.635804237541,-77.70609122484043,-71.13468607731645
894.5023362673429,-61.899528542374384,-60.30911699802792
894.3689081145585,-60.274029569263206,-60.856442231583344
894.2355197613721,-63.51014482374467,-63.05689749735279
894.1021711899791,-59.197627006518985,-62.85943876489134
893.9688623825854,-63.48102888753428,-60.338151911258734
893.8355933214073,-65.623140485732,-59.859251228508526
893.7023639886719,-57.27777875018802,-61.37620748291155
893.5691743666171,-58.77960724306814,-55.46913638545931
893.4360244374907,-56.33342943321489,-56.57646205717114
893.3029141835518,-61.75479509045627,-64.51466634166363
893.1698435870699,-69.22636661262555,-66.46201930355679
893.0368126303248,-65.81916792092161,-68.1842081123753
892.9038212956068,-64.99445596759065,-62.47325930972943
892.7708695652174,-67.6749018579751,-62.84834924041661
892.637957421468,-60.043974522808696,-61.92222693505093
892.5050848466806,-71.63184077349743,-74.58862079479681
892.372251823188,-60.77782406094167,-63.99331894844843
892.2394583333333,-65.51447436404575,-65.30288358395504
892.1067043594703,-73.45913243912301,-70.21738605548674
891.9739898839631,-64.89932663408385,-67.5346890912246
891.8413148891864,-59.74703119416361,-59.907088498365056
891.7086793575253,-64.06620293035624,-59.3868505142826
891.5760832713755,-62.87142128848126,-61.884735206040716
891.443526613143,-55.44487997854213,-55.11552587503766
891.3110093652446,-59.05455938912053,-61.81036899507748
891.1785315101071,-68.57608500883836,-77.75542794068647
891.046093030168,-62.073865560008954,-65.78025912282862
890.9136939078752,-68.58724154686237,-65.08276295867378
890.7813341256872,-65.72097813002284,-65.13801180660803
890.6490136660725,-63.30003218038726,-66.15496023721431
890.5167325115106,-61.11204431306544,-59.95614006331317
890.3844906444907,-60.61514835132792,-58.5861084624278
890.2522880475129,-59.52181251847685,-61.19602748541669
890.1201247030879,-70.51853287232234,-71.38180516566766
889.988000593736,-59.30902701998957,-58.40793874818306
889.8559157019887,-62.77389707130254,-70.0031081556323
889.7238700103873,-60.398697124684844,-60.15130960980176
889.5918635014837,-76.93261689318891,-65.20680474291379
889.45989615784,-65.31656821221031,-74.29096297608325
889.327967962029,-63.944546564972,-63.965724410639666
889.1960788966336,-75.78769785169101,-70.06418885684121
889.0642289442468,-72.75914619790541,-70.39614779431722
888.9324180874722,-59.90281673649824,-59.044187786299176
888.8006463089238,-64.7188924099265,-67.48280177063884
888.6689135912258,-70.2338325490453,-70.41850712489693
888.5372199170124,-64.33995908766357,-66.36034836588465
888.4055652689287,-64.86003103477765,-66.33656824259526
888.2739496296297,-60.052786428392295,-59.20367004276923
888.1423729817806,-60.64577670046842,-63.30631119254039
888.0108353080569,-65.99525155818745,-63.5380537541964
887.8793365911447,-65.10133914598609,-63.2946919132892
887.74787681374,-71.72890304158682,-71.5393777948685
887.6164559585492,-63.91289552494413,-64.81901955503176
887.4850740082888,-60.73517476654817,-58.59099587559771
887.3537309456859,-61.10181881682101,-62.07260911678324
887.2224267534774,-58.48611760328444,-61.133390548250304
887.0911614144104,-59.17501561015837,-59.07778978475318
886.9599349112426,-59.25481878622824,-58.703842706231995
886.8287472267416,-64.27678376909853,-60.24615695174518
886.6975983436853,-58.832781268997024,-59.830464656667885
886.5664882448617,-58.001381982643295,-58.362119460444006
886.4354169130692,-59.96767593474894,-58.557592098670824
886.304384331116,-61.31791641559062,-61.67527187227475
886.1733904818209,-67.33917793567608,-65.28609216420969
886.0424353480124,-64.73240250632207,-63.16484346922431
885.9115189125296,-66.80438671684294,-67.6998583327395
885.7806411582213,-68.11396022971167,-70.03522316832198
885.6498020679468,-63.45985449557216,-64.46640924340701
885.5190016245755,-62.6531198080481,-61.11878733601239
885.3882398109864,-71.52119646920818,-65.65408215081791
885.2575166100694,-58.009934128345094,-58.87494873990292
885.126832004724,-70.92354238252963,-66.22861375717548
884.9961859778598,-64.01875790878648,-61.772103951536906
884.8655785123966,-60.356553636206485,-66.94433274658718
884.7350095912645,-58.88018681382442,-59.68625484268415
884.6044791974034,-67.38649072127018,-65.35930920636562
884.473987313763,-65.51926678661994,-69.19343445031748
884.3435339233038,-58.45657890388293,-58.31559133218278
884.2131190089957,-72.41023066845011,-70.61248002700904
884.082742553819,-63.1192345458262,-61.9386877321206
883.9524045407637,-60.709542276338766,-60.209118545995125
883.8221049528302,-62.49102467988149,-63.15540975176779
883.6918437730287,-67.12762629009401,-66.68218043417835
883.5616209843796,-63.14162623771844,-61.25362857927513
883.4314365699131,-60.81689691459829,-62.0120692473416
883.3012905126694,-60.794042409813414,-61.3346141686165
883.1711827956989,-66.11505006641067,-62.182788301787866
883.0411134020619,-69.54684271083977,-63.27081959412928
882.9110823148284,-63.14336019715731,-61.211600369889084
882.781089517079,-59.67347875135644,-61.73444046075085
882.6511349919034,-59.23928648989386,-59.45184108944349
882.5212187224021,-63.5763887122223,-63.69707678614344
882.3913406916851,-67.58659519852455,-64.91491239926302
882.2615008828723,-60.50298916811607,-61.01140139693257
882.1316992790937,-63.90633465340741,-62.52546781604954
882.0019358634893,-65.00581539295317,-67.83473541261742
881.8722106192087,-73.93498407906552,-69.74225322798858
881.7425235294118,-64.35314184734364,-63.10830617858133
881.612874577268,-72.47566303268255,-74.43558483335843
881.4832637459571,-72.70148288849737,-66.64880253388995
881.3536910186683,-58.65409023861855,-61.202686890813794
881.2241563786008,-62.60950763381848,-62.6467226226292
881.094659808964,-70.99854109447969,-65.23243918827018
880.9652012929769,-59.55913569505725,-60.1040103906881
880.835780813868,-59.595444906716665,-60.00417803813562
880.7063983548767,-64.30723116112611,-67.04784444290306
880.577053899251,-62.64029067146927,-63.04294528158408
880.4477474302496,-61.407155806377716,-58.64243360613031
880.3184789311408,-71.90463119291937,-69.0926558976283
880.1892483852025,-63.818622639660845,-68.94665648388516
880.060055775723,-62.56861049329697,-60.6530445937812
879.9309010859994,-56.73810850997782,-57.2035849528215
879.8017842993397,-69.60927322727713,-66.95802959631294
879.6727053990611,-56.01035182541722,-56.46783963734751
879.5436643684906,-73.2946170494134,-71.02978583814513
879.414661190965,-65.60497807511183,-63.07683944008804
879.2856958498313,-64.65223249621377,-61.19246924040539
879.1567683284458,-60.83009048436284,-64.19016727494915
879.0278786101744,-59.36608722860839,-58.006056679216755
878.8990266783935,-61.41478068911351,-63.73241972050735
878.7702125164884,-70.15435452396258,-65.33604991731997
878.6414361078546,-61.94354704729702,-63.01571243934487
878.5126974358975,-60.88768901341186,-61.87844115475488
878.3839964840316,-67.55398332500175,-66.48831929350959
878.2553332356819,-60.172414254664204,-60.33554648750746
878.1267076742823,-60.89261970081748,-61.54391196154816
877.9981197832772,-60.15219764079313,-59.05809357856441
877.86956954612,-60.54417800687233,-59.870009695877485
877.7410569462743,-62.06859090841337,-63.15784830429604
877.6125819672131,-67.67609463035936,-66.44586479296885
877.4841445924192,-66.59399780566062,-66.1584318694903
877.3557448053848,-61.467276691498114,-61.940710802662096
877.2273825896123,-71.09547169419386,-75.51347656967886
877.0990579286132,-70.26804673538831,-67.69756879557286
876.9707708059091,-68.40358431231559,-77.50746130074134
876.8425212050307,-81.37088079702781,-68.47479226761817
876.7143091095189,-62.082565645300264,-59.49832164931084
876.586134502924,-62.008604869074446,-60.22514048228513
876.4579973688058,-66.2507225685778,-67.94388114590356
876.3298976907337,-64.29742820911147,-63.79093493774164
876.201835452287,-61.63933436222493,-62.230030508074066
876.0738106370544,-64.38905344526083,-62.681595334658994
875.945823228634,-61.65986791615663,-62.41478172116254
875.8178732106339,-62.660609982198906,-62.44939617525756
875.6899605666715,-63.789831384785316,-62.165922086570816
875.5620852803738,-59.05695792531998,-60.33671979515361
875.4342473353774,-62.47693679629512,-67.17114561859486
875.3064467153284,-67.61417906262892,-69.73361835246206
875.1786834038826,-63.56069902547114,-60.33606108022596
875.0509573847052,-64.48972851554487,-64.53782164738811
874.9232686414708,-65.69191538160538,-65.71734259303949
874.7956171578641,-61.863798340246916,-60.19511997657327
874.6680029175784,-64.20182833786933,-64.12774264371214
874.5404259043174,-57.606374390225625,-61.031820171773745
874.4128861017938,-67.23915507482883,-79.65054511150339
874.2853834937299,-75.23925687055123,-68.49799708807879
874.1579180638577,-66.18940598236199,-67.16722788112145
874.0304897959184,-60.15634039814492,-60.620516976417804
873.9030986736627,-63.88901403870423,-61.29418879197809
873.7757446808511,-65.98866806415234,-67.19463792116593
873.6484278012531,-69.9720067973985,-80.46878671660005
873.521148018648,-63.5380533840885,-62.36552946709904
873.3939053168245,-54.611225241128324,-54.93659498887024
873.2666996795806,-64.91765653368702,-62.99531612091215
873.1395310907238,-59.06925580730882,-58.190226748797244
873.012399534071,-65.14328731926366,-64.7011942355308
872.8853049934488,-63.89778982680025,-69.24859328453707
872.7582474526928,-62.201019671776635,-60.88014658017224
872.6312268956484,-68.23194090274083,-66.62220259852842
872.50424330617,-69.05588297632758,-60.46799568205441
872.3772966681216,-59.04472290061179,-59.94969601431174
872.2503869653768,-61.83191934636008,-60.790492941413845
872.1235141818182,-63.58518273196495,-62.2575079196254
871.996678301338,-66.82632500548931,-73.94323408188805
871.8698793078377,-60.578612724297756,-61.49824821864328
871.7431171852282,-60.692209894495676,-60.39785069226829
871.6163919174298,-61.30365593416437,-61.127231770303666
871.489703488372,-64.67791208212299,-64.93165861963703
871.3630518819939,-60.0876418038747,-61.73480996591027
871.2364370822436,-61.20508270145365,-58.922855885667445
871.1098590730786,-60.59936079738745,-60.54668651588585
870.983317838466,-56.118769684753744,-59.171140932761176
870.856813362382,-68.48623572423239,-68.20412279034932
870.7303456288121,-59.96457175056088,-57.89206783081207
870.6039146217511,-64.72388194415689,-60.873824291869425
870.4775203252032,-71.56362531866168,-62.7444817850826
870.3511627231818,-56.0505672983775,-55.47026388779125
870.2248417997097,-57.09820882675436,-59.76175473267318
870.0985575388187,-57.910413666040114,-58.761013912777486
869.9723099245501,-63.71721287477661,-75.72893822828485
869.8460989409546,-71.8032650027807,-66.75991650379768
869.7199245720916,-60.81766086862211,-59.366684900081594
869.5937868020304,-58.114211008157184,-58.05123177627982
869.4676856148492,-62.58401107002072,-61.16727456328371
869.3416209946354,-59.50203792516558,-60.44924347524267
869.2155929254857,-68.25359631295774,-67.6557002818829
869.089601391506,-57.68354061498471,-58.56818126670004
868.9636463768117,-60.54088414083495,-67.30992908279842
868.8377278655267,-62.85505426451235,-58.29003070360224
868.711845841785,-63.138072392732596,-60.89348433313606
868.5860002897291,-59.436186235212716,-61.37424292486176
868.4601911935109,-64.98563652835173,-63.90325230769278
868.3344185372918,-65.24752331725034,-63.890485043612955
868.2086823052418,-65.13989070012931,-68.73100585664145
868.0829824815404,-64.65197049465527,-60.74470678762614
867.9573190503764,-56.07904051491852,-56.83696160871503
867.8316919959474,-64.64917535595589,-77.50572118877216
867.7061013024602,-68.24087477784926,-70.23378841161886
867.580546954131,-58.97621816234064,-57.48623372907099
867.4550289351853,-72.18358827463928,-68.66562192654143
867.3295472298568,-60.729523189464174,-60.10909582473792
867.2041018223894,-58.21125129937769,-57.22433117686401
867.0786926970354,-74.97641079183742,-75.85817360770918
866.9533198380567,-60.07625077195294,-58.92233669589439
866.8279832297239,-58.64154728712833,-60.276041024082986
866.7026828563169,-61.65286313280561,-60.41140092721491
866.5774187021245,-63.24739715108262,-68.80354288652467
866.4521907514451,-60.30568598842237,-58.39220390682442
866.3269989885855,-68.04909200786093,-72.39434849653776
866.2018433978619,-56.80605320655056,-57.806603337827454
866.0767239635996,-62.1297393594831,-68.51316576896136
865.9516406701329,-59.69743410197907,-58.18445729663148
865.8265935018051,-63.18106474447163,-66.49250245560157
865.7015824429685,-63.99554277017228,-61.90657354029727
865.5766074779847,-60.04526518636848,-59.75337345928821
865.451668591224,-64.872531150806,-66.91485142974776
865.3267657670659,-80.99479513958806,-72.71450857191732
865.2018989898991,-68.60597602052863,-67.42524618455863
865.0770682441206,-59.47045933071101,-61.27464398851214
864.9522735141373,-66.08986081549205,-61.29479437768907
864.8275147843647,-60.64021803062727,-62.24415524531642
864.702792039227,-61.94360862042018,-60.68987137339133
864.5781052631579,-64.17528655734992,-67.03939025329854
864.4534544405997,-60.43695863656936,-56.80608947287382
864.328839556004,-56.48527362074316,-58.26362742196801
864.2042605938311,-69.4216348535538,-73.16637905023973
864.0797175385502,-68.60071567104964,-62.585148055813846
863.9552103746398,-71.6264373179967,-66.00413714089737
863.830739086587,-56.75034124178015,-59.33136141477729
863.7063036588879,-60.26029796657434,-59.002810430737156
863.5819040760479,-57.735577073219076,-58.746322718259876
863.4575403225806,-62.05674549895858,-60.959881942823074
863.3332123830094,-60.05506773452234,-59.039090055318525
863.2089202418658,-69.63065821373752,-65.60671637981312
863.0846638836908,-66.9522900368988,-64.6898278462809
862.9604432930339,-57.899222519772735,-59.702024715863985
862.8362584544539,-69.20315220064143,-74.13938952895418
862.7121093525179,-65.96514070607239,-60.521984653716686
862.5879959718026,-80.32056326486622,-66.67099740749964
862.463918296893,-56.63519575981357,-58.6410897100952
862.3398763123831,-59.337771748247434,-57.24682223777006
862.215870002876,-80.41088714852947,-73.9108406192909
862.0918993529834,-64.6018641857259,-63.76205545147866
861.9679643473261,-72.15458524189228,-78.67315578666629
861.8440649705333,-58.251278681220555,-58.21891731591418
861.7202012072435,-67.07240902589533,-70.99472084360812
861.5963730421038,-63.16527469310503,-62.91536620834066
861.4725804597701,-62.81133401031025,-62.89557642335288
861.3488234449073,-61.20414652984405,-61.2751086730793
861.225101982189,-58.78868744203507,-59.54618851418738
861.1014160562976,-56.36226356364966,-55.65275323402972
860.9777656519242,-68.02095410668315,-67.09138499624214
860.8541507537687,-77.23797414218049,-74.46425579499015
860.7305713465404,-73.85073544545659,-75.693155650363
860.6070274149562,-80.75667785365312,-74.44500181043244
860.4835189437429,-62.932340431068525,-60.44463818581224
860.3600459176353,-63.24993222220516,-67.97207275092927
860.2366083213773,-62.02145713670566,-66.0632024936451
860.1132061397217,-62.991000905842014,-59.42572510454653
859.9898393574297,-74.57800036051006,-72.117247850518
859.8665079592714,-60.627859533266076,-63.06490037478966
859.7432119300258,-66.73741020933036,-69.54435303139263
859.6199512544803,-58.34931405769001,-58.19943851843195
859.4967259174311,-64.6494287312257,-65.00410742320216
859.3735359036835,-58.22705293578551,-60.220740946720156
859.250381198051,-55.671103236476625,-54.986995777294794
859.127261785356,-63.89522489321874,-62.56727055761192
859.0041776504298,-70.36085285749496,-70.40670202028886
858.8811287781119,-68.08183104199452,-66.97567556967806
858.7581151532512,-69.01435021738317,-64.34465170500746
858.6351367607045,-62.081423036779114,-66.15202830747702
858.5121935853379,-57.517817938267086,-56.55340803932509
858.3892856120258,-62.545289273675394,-67.1311930907606
858.2664128256513,-70.54340251459652,-70.51911885307356
858.1435752111063,-67.3421486825458,-65.723021007559
858.0207727532913,-64.95472341693576,-61.27867638778224
857.8980054371154,-63.36820633432862,-64.24909945836868
857.7752732474964,-71.28550684859951,-77.92478614163892
857.6525761693606,-61.475860861456226,-61.55181732278476
857.529914187643,-61.793004590913455,-60.98736190873106
857.4072872872873,-57.777904658997386,-57.270223181959466
857.2846954532456,-68.40771742142891,-66.31110180577605
857.1621386704788,-63.54351055398149,-64.14037763584815
857.0396169239565,-70.27713570226175,-67.54747632799959
856.9171301986565,-58.74301586317753,-59.970226245841474
856.7946784795655,-69.18588920434107,-69.12253415423694
856.6722617516788,-66.76403938353212,-65.5861025080662
856.5498799999999,-60.19256251721629,-62.98911472040285
856.4275332095415,-64.59607593843157,-72.16413857169084
856.3052213653242,-63.80359231524679,-62.24527309525379
856.1829444523776,-63.50281905845904,-60.05023947655306
856.0607024557396,-58.1981373928958,-57.78864489846438
855.9384953604568,-55.9488661833,-56.347750548750895
855.8163231515844,-61.974650609807554,-63.2578153143435
855.6941858141859,-61.72642589963144,-61.68053329819753
855.5720833333334,-65.6239801150202,-64.57103150870054
855.4500156941076,-61.25428793825577,-60.33622158970857
855.3279828815977,-63.70396554766583,-75.8458560532612
855.2059848809014,-54.382465064796236,-54.17499871655349
855.084021677125,-58.61486440214628,-60.07527206123112
854.9620932553829,-60.671439407869826,-66.0951353790289
854.8401996007984,-61.10645341848834,-58.50704893548607
854.7183406985032,-62.60562168523023,-61.65162318386206
854.5965165336374,-73.99577855784335,-76.20740700086884
854.4747270913496,-59.646133384495215,-59.79216595027387
854.3529723567968,-63.44397771055927,-59.341324056602474
854.2312523151446,-59.79359021933121,-58.60864129465935
854.109566951567,-60.93219371854124,-59.02262237614886
853.9879162512462,-56.91022337342818,-60.01741001140908
853.8663001993734,-58.387168504846386,-59.00888094688224
853.7447187811476,-58.21524741301715,-56.90008532336569
853.6231719817767,-63.71019631453257,-63.7974026969259
853.5016597864769,-80.15610551921128,-73.83146463762273
853.3801821804725,-62.24563011241315,-63.7895088749263
853.2587391489967,-69.86155293356825,-70.78728408481524
853.1373306772908,-60.975535104361256,-59.52529744820893
853.0159567506046,-64.58594174633075,-69.06767368809199
852.8946173541964,-67.37493812959727,-64.14418902428102
852.7733124733323,-72.47953071337747,-70.15064246047874
852.6520420932878,-69.94030266576593,-74.07741586279201
852.530806199346,-61.99376121446744,-61.91218555301313
852.4096047767985,-66.13064083548701,-61.88394169436313
852.2884378109453,-55.9321769381464,-57.88232147277685
852.167305287095,-69.0708176062821,-63.62522106043579
852.0462071905641,-70.60100540616455,-68.08306557357875
851.9251435066781,-61.67027238436978,-61.7896452305869
851.80411422077,-78.10091605683246,-71.47595536557779
851.6831193181818,-74.04941727305538,-70.55670157596867
851.5621587842636,-56.65014367915708,-56.592662499550244
851.4412326043738,-63.01346843032823,-61.37962242407977
851.3203407638791,-64.85482089389109,-63.69634427726976
851.1994832481545,-61.094196623103784,-59.972662554246284
851.0786600425834,-79.82897320881378,-72.76072211387006
850.9578711325576,-58.964326190834726,-59.28801945258394
850.8371165034766,-64.36124577035864,-64.17083627712472
850.7163961407492,-77.2120577830502,-79.07741323501043
850.5957100297915,-63.40833296410389,-63.291865008611495
850.4750581560284,-70.89824213469475,-68.03397643687333
850.3544405048929,-77.35148431280032,-72.56962866586855
850.2338570618265,-79.36527901577969,-67.71017624734085
850.1133078122784,-57.705170064349176,-58.04883997594516
849.9927927417068,-66.03820360396301,-73.48462158493786
849.8723118355776,-65.47557992893951,-67.844787368803
849.7518650793651,-62.66552974027255,-58.94487980708786
849.6314524585518,-65.81028042009623,-67.99395293798835
849.5110739586285,-57.78074866989152,-58.94916837479593
849.3907295650943,-64.89306851623297,-64.00733673095058
849.2704192634561,-62.087995907498936,-62.187838283710846
849.1501430392295,-63.260605009642205,-62.47155697080768
849.0299008779383,-58.478988326289794,-59.590157242835744
848.909692765114,-65.84769179244344,-64.2604975989749
848.7895186862967,-75.57694336581895,-77.74806730603134
848.6693786270347,-72.84892444659698,-73.19523945910686
848.5492725728842,-68.75652645255965,-68.4947245254858
848.4292005094098,-67.27607092092128,-67.52652332333426
848.3091624221845,-58.154756360739384,-58.15679392976827
848.1891582967888,-61.121879568402875,-63.136868987021586
848.0691881188119,-57.71198593722312,-57.91234588000859
847.9492518738509,-60.18065849749374,-57.78576385179065
847.8293495475114,-65.17982084593154,-67.5798121770327
847.7094811254065,-60.55753143454936,-61.2759798466204
847.5896465931581,-71.48342639351995,-70.71150643400284
847.4698459363958,-61.99645422835053,-63.274368321134915
847.3500791407575,-59.740742817898365,-57.23767324529044
847.2303461918892,-70.11292586290355,-71.22500298507899
847.110647075445,-58.41072516987455,-58.906005591948855
846.9909817770872,-64.79818679306723,-62.45888075548845
846.8713502824859,-81.14320950839041,-71.27623524575353
846.7517525773195,-57.42410575008725,-59.11606670427028
846.6321886472748,-65.55512618849164,-64.56842459796985
846.5126584780461,-58.1691979768828,-57.617057444047845
846.393162055336,-61.120803507235564,-62.70566792665139
846.2736993648554,-62.12069260030458,-62.28493596132833
846.1542703923228,-65.36672953532445,-65.59765962268219
846.0348751234656,-61.589926172920826,-61.29105944026233
845.9155135440182,-63.63027782584024,-66.20871538714198
845.7961856397235,-74.20224734150625,-76.86211416539712
845.6768913963328,-68.73231834463695,-65.08913502105125
845.5576307996051,-71.93990927553443,-71.78142083422551
845.4384038353074,-63.626089989134954,-63.32859105302046
845.3192104892147,-64.18971621274162,-63.48494306619196
845.2000507471103,-60.19615263717131,-64.23371409007089
845.0809245947851,-57.817522724781355,-56.2917728422253
844.9618320180383,-69.16784042330411,-69.00203561413477
844.8427730026772,-65.10552407842707,-65.12529833735528
844.7237475345167,-65.59193753196837,-63.61060414489796
844.6047555993803,-60.53112190817538,-61.72789729265898
844.4857971830986,-57.922825763165804,-56.26308448817454
844.366872271511,-64.69292262231633,-69.65626296426339
844.2479808504647,-58.21941497477215,-60.414192099740234
844.1291229058145,-65.77839375368791,-64.57356333819149
844.0102984234234,-66.11680805945622,-65.75130094259089
843.8915073891626,-57.97962026968875,-57.933724534221966
843.7727497889108,-77.56312729145378,-69.1835081555636
843.6540256085549,-69.9368143447978,-64.13167926283953
843.53533483399,-59.456438041384985,-60.06223369292118
843.4166774511183,-62.35515464304726,-58.57859864394925
843.2980534458509,-63.56101598988218,-62.91273480215378
843.1794628041064,-57.939666495826174,-60.30989027422876
843.060905511811,-60.86137284789194,-63.87976181818232
842.9423815548995,-65.21248953968782,-64.7358332583029
842.8238909193141,-59.57036148623368,-58.164360682228704
842.705433591005,-61.577019500269046,-59.41951938105356
842.5870095559303,-54.678423817799285,-55.53290708446028
842.4686188000562,-62.210875681221495,-64.12399341868081
842.3502613093565,-62.40735592937392,-72.38103307281918
842.2319370698132,-74.19497131866376,-63.34178518054259
842.1136460674157,-64.57385423190422,-65.03822682059982
841.9953882881618,-62.20269508446657,-59.63293750635566
841.8771637180567,-65.27829107279805,-65.47815659835118
841.7589723431139,-59.633572433769984,-63.98583619021406
841.6408141493544,-56.109836630589285,-55.13061305181208
841.522689122807,-73.21063553800542,-62.458459657090515
841.4045972495088,-62.29772055358288,-65.63737736801153
841.2865385155044,-63.01800908668139,-64.29655108600127
841.1685129068462,-64.219555799244,-63.26185363386705
841.0505204095946,-72.39399629653238,-69.41137075742756
840.9325610098176,-61.07420935243624,-61.69300251417124
840.8146346935913,-69.27589619876625,-69.65849208907505
840.6967414469993,-58.44195965076213,-57.85095389555087
840.5788812561334,-69.69512545407898,-74.38058237422447
840.4610541070928,-64.10648594280386,-66.29673829594893
840.3432599859846,-77.38359026818483,-69.78692604897239
840.2254988789239,-68.63948224989997,-69.8475069438777
840.1077707720331,-63.41803110821496,-64.47344712650946
839.990075651443,-63.924777007119786,-66.22894068712836
839.8724135032918,-76.19891863458571,-67.34565321620317
839.7547843137255,-62.20752985356668,-60.5087814053899
839.637188068898,-69.45979400134286,-72.93792489247775
839.5196247549707,-78.63858273725367,-74.0364107227318
839.4020943581129,-65.59899510945971,-64.49272756455443
839.2845968645017,-59.718499457776204,-60.289370508424525
839.1671322603219,-58.318876164009765,-56.573283851500804
839.049700531766,-61.683185302381105,-65.14823272913563
838.9323016650343,-66.95904977072021,-63.333501575882025
838.8149356463346,-58.802236090807696,-59.51843920307667
838.6976024618829,-61.63996863583816,-63.4587130514507
838.5803020979021,-63.65702907950404,-64.27052391746565
838.4630345406237,-57.797062714234386,-57.31212354185186
838.3457997762863,-67.31078839441687,-67.59164875566805
838.2285977911365,-65.95270613575605,-70.25290300733636
838.1114285714285,-59.11802191888134,-58.41354294727731
837.9942921034242,-70.23532969996816,-75.09386017811121
837.877188373393,-58.4606658040081,-60.08823757388791
837.7601173676121,-63.471810845210285,-63.34233117031974
837.6430790723666,-59.700785349152,-59.24760812751157
837.5260734739488,-68.89937436618692,-69.70666499564967
837.4091005586592,-65.3960096137788,-64.12329262133622
837.2921603128055,-66.10966403024443,-62.50960852149663
837.1752527227031,-66.5935649183433,-67.23426671308994
837.0583777746754,-64.91509441387493,-63.60685789485558
836.9415354550531,-71.38406873450734,-65.54514642585588
836.8247257501745,-64.1016803403057,-70.04227119129308
836.7079486463857,-67.02337907220365,-70.87117710655414
836.5912041300404,-64.04290702996803,-64.28055687888502
836.4744921875,-66.17675621563404,-62.892566702164316
836.3578128051332,-68.44117917848735,-64.33691892418324
836.2411659693166,-64.72533297298463,-67.74764291841231
836.1245516664343,-61.090555623168,-64.06570970878599
836.0079698828778,-72.01447419624537,-66.33037433395964
835.8914206050466,-66.31387017439815,-68.32450066075731
835.7749038193476,-67.57085981840939,-67.82369169813134
835.6584195121951,-71.04450141761384,-67.39686630830406
835.5419676700112,-59.307491333145606,-61.38288121723875
835.4255482792253,-56.52898685823601,-56.82106646491937
835.3091613262748,-66.73766543633403,-60.683861991360146
835.1928067976041,-58.77889563902281,-58.482560007910735
835.0764846796658,-76.43198391720168,-69.36640965781956
834.9601949589194,-57.79360481278667,-58.612929807044424
834.8439376218324,-60.56456441493589,-60.46694442231862
834.7277126548796,-76.01394618558751,-75.76666087173021
834.6115200445435,-73.38514623653228,-69.07631911744036
834.4953597773139,-62.2194346564433,-63.071313858505135
834.3792318396883,-68.89605865209916,-71.44565107042581
834.2631362181717,-61.176661635579535,-62.151362843431286
834.1470728992766,-63.238524107609436,-60.19224903274713
834.0310418695228,-62.92090562864425,-63.072038391104314
833.9150431154382,-62.96286926493474,-67.95151695777545
833.7990766235572,-64.35664307498345,-61.55677341902498
833.6831423804227,-69.32773152027457,-73.25061382126344
833.5672403725845,-68.15698579880586,-66.29509219763108
833.4513705866,-66.21743474795119,-69.87861560036447
833.3355330090341,-69.43267145202267,-69.53337476112108
833.2197276264591,-72.48913093409126,-73.60406870525023
833.1039544254551,-60.947144506945875,-59.78963610836925
832.988213392609,-77.33033861789943,-81.00320915179341
832.8725045145159,-60.10098499997687,-60.295464110261975
832.7568277777779,-80.36593061772962,-77.27080612812946
832.6411831690043,-64.23110905082152,-63.771806393781674
832.5255706748126,-69.63985540225454,-67.7052090831657
832.409990281827,-59.51051518875005,-58.36691068267538
832.2944419766796,-68.68344626893361,-64.80174394819869
832.1789257460097,-58.944252631064074,-62.5588995811747
832.063441576464,-58.624478380296836,-57.7050910319015
831.9479894546969,-60.17772062898686,-65.5684305637586
831.8325693673696,-64.15205367049833,-62.6568694998214
831.7171813011513,-61.858363142385855,-58.422806159500595
831.6018252427184,-77.6363475709851,-66.02373808088328
831.4865011787547,-55.04271527891612,-55.31475553249447
831.3712090959513,-68.90325761930777,-67.37021388954471
831.2559489810066,-65.05135581113947,-66.027740908206
831.1407208206266,-60.303251931721746,-62.07296013370487
831.0255246015246,-64.70519434100706,-62.79241590089396
830.9103603104213,-62.54876488528589,-63.18955447883721
830.7952279340446,-60.50925882665322,-59.173809106615664
830.68012745913,-60.48582732252228,-61.76490661154466
